index,x,y,layer,weight,rho,delta,nh,isSeed,clusterId
37,-109.67,34.42,0,1,19,6.28172,743,0,4
38,-88.62,54.93,0,1,25,15.4208,639,0,8
39,37.6,-201.94,0,1,13,4.8086,219,0,3
40,-122.05,-167.79,0,1,14,7.46053,456,0,7
41,51.83,92.29,0,1,22,7.83955,68,0,8
42,5.04,112.9,0,1,21,4.19115,278,0,8
43,-141.97,-143.9,0,1,10,6.04834,95,0,7
44,41.51,-194.18,0,1,10,2.1563,6,0,3
45,-204.31,-85.42,0,1,11,3.01054,790,0,1
46,-139.41,142.72,0,1,9,6.23356,284,0,6
47,-207.7,-101.89,0,1,7,12.2637,938,0,1
48,-37.58,88.78,0,1,18,6.73986,202,0,8
49,-173.83,-49.06,0,1,3,9.52168,916,0,1
50,-17.7,-111.59,0,1,23,1.45838,75,0,4
51,-209.24,44.17,0,1,16,48.3149,282,0,1
52,153.07,-153.44,0,1,10,5.63621,119,0,2
53,110.46,-179.57,0,1,13,6.4964,258,0,3
54,-110.52,8.64,0,1,26,5.74687,724,0,4
55,82.57,37.18,0,1,14,1.68576,441,0,9
56,100.03,-9.05,0,1,14,4.87413,239,0,9
57,-133.58,-174.18,0,1,12,10.2628,199,0,7
58,71.46,-57.96,0,1,21,3.81163,216,0,9
59,204.02,48.44,0,1,13,8.4481,570,0,10
60,-2.1,-105.13,0,1,22,6.18613,811,0,4
61,-107.54,-34.44,0,1,18,2.96515,895,0,4
62,-63.55,79.96,0,1,23,2.597,546,0,8
63,-97.79,-189.66,0,1,10,3.40125,784,0,7
64,-203.35,-55.46,0,1,12,5.2772,333,0,1
65,-93.05,-11.41,0,1,18,8.31925,431,0,4
66,-110.95,-13.53,0,1,22,4.70763,83,0,4
67,-181.56,-90.82,0,1,8,6.85685,718,0,1
68,50.95,84.5,0,1,22,6.95382,703,0,8
69,-44.22,86.31,0,1,16,7.08453,48,0,8
70,-102.53,175.97,0,1,11,15.1892,964,0,6
71,-199.84,-86.67,0,1,13,17.4093,326,0,1
72,97.1,-54.61,0,1,19,5.64174,120,0,9
73,-114.12,9.69,0,1,24,2.52248,128,0,4
74,91.66,-192.15,0,1,13,15.4651,324,0,3
75,-18.2,-110.22,0,1,23,4.05771,446,0,4
76,-92.34,-21.9,0,1,20,5.51132,431,0,4
77,-163.25,147,0,1,9,4.50351,253,0,6
78,106.09,38.36,0,1,18,5.59088,154,0,9
79,163.47,125.5,0,1,15,4.26823,229,0,10
80,-106.34,18.27,0,1,23,4.19749,334,0,4
81,79.5,192.55,0,1,10,6.76923,329,0,0
82,95.87,-207.37,0,1,6,9.62385,401,0,3
83,-108.42,-9.56,0,1,23,1.26909,141,0,4
84,82.43,-34.66,0,1,21,4.49401,345,0,9
85,86.8,-31.37,0,1,22,5.88003,317,0,9
86,129.89,-140.23,0,1,8,6.80584,266,0,2
87,87.33,180.8,0,1,12,4.65107,956,0,0
88,-139.1,177.37,0,1,8,4.92946,874,0,6
89,-150.5,148.55,0,1,11,4.52747,730,0,6
90,-86.47,185.69,0,1,11,12.092,318,0,6
91,22.09,216.6,0,1,12,17.2137,454,0,5
92,73.48,-84.46,0,1,18,3.25558,1,0,9
93,65.84,-88.57,0,1,21,5.71956,1,0,9
94,98.32,3.77,0,1,24,13.3188,828,0,9
95,-147.93,-144.93,0,1,10,7.24891,888,0,7
96,-95.67,-64.54,0,1,21,2.21883,801,0,4
97,85.98,-180.41,0,1,10,8.00031,194,0,3
98,-30.55,200.8,0,1,10,8.81735,342,0,5
99,-201.52,89.39,0,1,11,4.64785,869,0,1
100,21.84,-115.06,0,1,18,3.50956,883,0,4
101,171.36,65.69,0,1,5,16.3185,316,0,10
102,-220.73,-17.2,0,1,14,6.98536,512,0,1
103,66.97,66.8,0,1,21,1.59539,872,0,8
104,85.62,-55.09,0,1,25,0.837254,468,0,9
105,-113.65,-6.54,0,1,21,5.38488,485,0,4
106,-204.35,96.32,0,1,10,2.21847,484,0,1
107,121.77,169.98,0,1,8,7.63507,641,0,0
108,-103,25.48,0,1,24,2.56195,867,0,4
109,73.2,74.27,0,1,21,3.59261,490,0,8
110,25.84,-109.94,0,1,17,6.49726,100,0,4
111,124.6,159.3,0,1,8,12.9792,622,0,10
112,70.64,54.25,0,1,19,7.93,363,0,8
113,-157.68,-155.09,0,1,9,2.77027,572,0,7
114,156.16,-118.34,0,1,8,5.60823,14,0,2
115,-214.23,6.05,0,1,14,1.6131,960,0,1
116,101.24,27,0,1,28,3.09364,861,0,9
117,-13.88,111.02,0,1,23,4.24067,898,0,8
118,-51.35,95.96,0,1,21,7.27126,249,0,8
119,150.25,-148.56,0,1,14,16.0231,650,0,2
120,95.06,-49.35,0,1,23,7.64712,339,0,9
121,-179.02,86.76,0,1,8,7.93017,799,0,1
122,-84.96,-207.18,0,1,7,16.5946,367,0,-1
123,-121.53,56.09,0,1,5,8.90216,764,0,4
124,-28.56,109.11,0,1,27,2.70845,803,0,8
125,-187.74,-86.18,0,1,11,1.15018,718,0,1
126,187.68,-110.1,0,1,9,3.92657,832,0,2
127,-176.63,93.33,0,1,7,6.99121,121,0,1
128,-113.02,11.96,0,1,24,4.15601,54,0,4
129,98.31,19.24,0,1,20,2.47129,576,0,9
130,70.72,222.14,0,1,3,18.0705,294,0,5
131,46.56,82.84,0,1,19,3.22006,373,0,8
132,-99.54,-170.04,0,1,10,4.97378,697,0,7
133,10.62,-106.31,0,1,25,32.6554,446,0,4
134,99.35,-67.73,0,1,11,13.3115,72,0,9
135,30.44,215.68,0,1,10,2.79178,467,0,5
136,63.79,107.43,0,1,7,8.18047,571,0,8
137,-101.3,1.92,0,1,25,4.61351,434,0,4
138,-211.78,41.15,0,1,15,3.94613,51,0,1
139,-87.49,-65.2,0,1,26,1.17338,230,0,4
140,169.26,122,0,1,16,6.32256,878,0,10
141,-107.33,-10.21,0,1,24,3.69879,323,0,4
142,-153.3,165.72,0,1,6,9.77592,448,0,6
143,166.25,-100.58,0,1,8,13.0533,547,0,2
144,50.07,-96.65,0,1,21,14.8522,336,0,9
145,87.9,-39.31,0,1,25,5.27091,738,0,9
146,75.87,-68.86,0,1,23,6.71096,444,0,9
147,212.71,-81.59,0,1,2,19.9705,343,0,2
148,102.51,51.51,0,1,16,5.36895,731,0,9
149,151.68,-140.31,0,1,12,1.78441,506,0,2
150,80.54,-55.61,0,1,25,2.57498,366,0,9
151,179.91,-113.27,0,1,11,6.40231,661,0,2
152,93.47,16.72,0,1,21,2.63137,891,0,9
153,-5.93,-112.16,0,1,21,3.04311,534,0,4
154,101.05,40.78,0,1,22,8.418,882,0,9
155,-208.8,-61.27,0,1,12,7.46175,7,0,1
156,188.19,-92.44,0,1,7,6.46096,584,0,2
157,126.72,-161.76,0,1,9,7.82992,606,0,2
158,-76.98,-58.59,0,1,24,12.4158,139,0,4
159,-24.07,-125.66,0,1,11,11.6993,600,0,4
160,40.24,209.54,0,1,13,5.25601,285,0,5
161,-78.23,-88.36,0,1,19,4.07241,603,0,4
162,22.31,107.71,0,1,24,1.74726,782,0,8
163,-96.7,36.97,0,1,20,4.98663,827,0,4
164,-55.79,189.21,0,1,8,10.4178,397,0,6
165,56.41,61.9,0,1,14,4.3301,630,0,8
166,-22.14,-98.61,0,1,23,8.14678,611,0,4
167,96.45,44.84,0,1,21,6.13544,154,0,9
168,-30.89,-109.34,0,1,22,4.52682,440,0,4
169,-31.71,-198.37,0,1,9,2.547,893,0,3
170,-111.91,195.62,0,1,9,9.5328,374,0,6
171,196.37,-58.12,0,1,14,3.5746,309,0,2
172,-40.12,-209.58,0,1,11,14.3851,735,0,3
173,87.27,64.61,0,1,18,2.836,193,0,8
174,165.6,129.41,0,1,14,2.86809,683,0,10
175,14.47,-95.29,0,1,22,6.3017,251,0,4
176,-5.98,105.53,0,1,19,5.30332,211,0,8
177,18.45,-110.05,0,1,20,7.06321,15,0,4
178,-84.25,61.14,0,1,23,4.76283,320,0,8
179,-34.35,116.55,0,1,17,2.76024,288,0,8
180,25.26,-226.03,0,1,7,5.74429,963,0,3
181,-221.41,42.97,0,1,13,9.80048,138,0,1
182,-89.61,-7.55,0,1,12,3.36883,548,0,4
183,32.48,-130.68,0,1,5,9.34692,909,0,9
184,-93.54,-52.12,0,1,28,19.9796,667,0,4
185,48.55,180.88,0,1,5,10.6378,647,0,5
186,165.1,141.04,0,1,9,9.61457,683,0,10
187,-80.84,-54.31,0,1,21,2.05009,911,0,4
188,102,193.15,0,1,13,3.28353,753,0,0
189,127.28,194.57,0,1,5,6.57543,666,0,0
190,-11.83,219.33,0,1,12,6.92291,307,0,5
191,-71.96,-70.35,0,1,25,2.00062,538,0,4
192,96.6,-31.39,0,1,29,58.2606,861,0,9
193,85,62.91,0,1,19,4.7089,16,0,8
194,93.98,-180.48,0,1,12,10.9532,324,0,3
195,170.67,-60.98,0,1,6,5.35094,532,0,2
196,107.52,14.87,0,1,21,2.29713,828,0,9
197,-201.83,48.3,0,1,13,8.17693,677,0,1
198,-123.34,15.08,0,1,13,10.4206,511,0,4
199,-132.54,-163.97,0,1,13,8.65232,752,0,7
200,173.99,89.89,0,1,6,14.9761,772,0,10
201,-208.73,28.03,0,1,12,0.736004,722,0,1
202,-33.89,94.42,0,1,25,3.1078,212,0,8
203,-124.98,175.84,0,1,14,4.18846,767,0,6
204,217.57,-4.96,0,1,9,11.5131,574,0,-1
205,-109.55,13.42,0,1,23,3.28416,653,0,4
206,-69.42,116.48,0,1,5,16.58,524,0,8
207,-71.64,97.89,0,1,14,4.36093,248,0,8
208,149.09,155.1,0,1,6,7.97482,528,0,10
209,-162.38,-149.87,0,1,8,7.02414,113,0,7
210,196.51,53.65,0,1,16,0.590012,708,0,10
211,-9.72,109.29,0,1,23,8.20026,898,0,8
212,-34.11,97.52,0,1,27,0.65307,312,0,8
213,34.04,-105.92,0,1,18,12.9619,381,0,9
214,180.76,-49.25,0,1,11,13.704,599,0,2
215,60.95,203.25,0,1,7,3.19789,294,0,5
216,70.97,-54.18,0,1,23,9.34322,366,0,9
217,-103.73,-49.79,0,1,21,2.27247,479,0,4
218,-185.75,104.39,0,1,12,0.126487,621,0,1
219,41.35,-198.93,0,1,14,18.5599,295,0,3
220,-82.99,-51.92,0,1,22,5.21867,911,0,4
221,-23.98,104.4,0,1,26,1.33222,791,0,8
222,-68.75,-195.2,0,1,9,1.7398,837,0,-1
223,162.19,113.52,0,1,14,6.81534,338,0,10
224,39.34,87.94,0,1,22,4.7582,365,0,8
225,-47.35,107.24,0,1,18,3.68228,858,0,8
226,-111.17,-19.09,0,1,24,5.32369,11,0,4
227,-76.06,52.99,0,1,17,1.78404,793,0,8
228,-97.87,-59.14,0,1,22,6.50588,369,0,4
229,164.04,121.27,0,1,15,5.2618,774,0,10
230,-88.07,-66.22,0,1,26,5.52526,667,0,4
231,80.97,-201.64,0,1,11,9.86019,437,0,3
232,-125.81,-53.77,0,1,2,16.4326,942,0,4
233,-162.95,-181.52,0,1,1,22.8648,668,0,-1
234,-230,-53.09,0,1,1,20.461,246,0,-1
235,8.3,107.81,0,1,27,1.32443,602,0,8
236,92.94,-18.45,0,1,20,4.87311,877,0,9
237,98.86,-15.27,0,1,20,1.18444,347,0,9
238,-174.99,116.85,0,1,13,19.556,521,0,6
239,95.87,-11.59,0,1,17,4.74157,237,0,9
240,-203.57,8.57,0,1,13,2.29272,360,0,1
241,106.26,-187.66,0,1,11,4.48938,324,0,3
242,-84.02,-80.58,0,1,18,4.92004,881,0,4
243,95.72,-167.73,0,1,7,8.87104,988,0,3
244,-38.91,-192.38,0,1,9,11.7277,893,0,3
245,199.55,15.16,0,1,10,19.9671,597,0,10
246,-210.04,-48.59,0,1,10,5.02311,664,0,1
247,38.31,-197.71,0,1,12,3.27566,219,0,3
248,-67.65,96.13,0,1,19,4.14198,860,0,8
249,-44.29,97.7,0,1,22,7.65797,393,0,8
250,129.69,174.2,0,1,9,13.297,714,0,10
251,11.72,-100.96,0,1,22,5.46191,133,0,4
252,-43.01,196.97,0,1,9,5.03621,342,0,5
253,-158.85,146.04,0,1,11,5.85487,730,0,6
254,56.23,-209.36,0,1,11,11.3719,3,0,3
255,-157.37,125.33,0,1,11,7.66615,745,0,6
256,118.88,1.43,0,1,7,8.81622,310,0,9
257,-71.61,204.94,0,1,11,6.31589,648,0,6
258,104.9,-176.21,0,1,14,49.7223,295,0,3
259,-10.29,227.02,0,1,11,7.84269,190,0,5
260,115.62,31.62,0,1,14,4.36162,637,0,9
261,-16.75,102.66,0,1,27,7.68545,791,0,8
262,7.94,-88.19,0,1,15,9.64629,175,0,4
263,-30.67,-223.01,0,1,9,4.27163,280,0,3
264,63.34,-46.67,0,1,11,6.84317,873,0,9
265,92.99,-37.68,0,1,25,6.29764,317,0,9
266,130.76,-146.98,0,1,11,11.0958,2,0,2
267,-210.42,-27.14,0,1,10,7.68488,685,0,1
268,-63.15,74.48,0,1,19,2.14084,852,0,8
269,5.06,-109.78,0,1,23,2.90833,395,0,4
270,-93.03,21.5,0,1,18,7.73918,657,0,4
271,191.64,60.41,0,1,13,8.33153,210,0,10
272,-7.96,-118.88,0,1,18,4.18628,494,0,4
273,184.78,-82.5,0,1,9,7.82685,841,0,2
274,76.4,-191.45,0,1,12,9.47219,536,0,3
275,-219.17,6.99,0,1,14,5.47065,960,0,1
276,-85.94,66.61,0,1,23,1.28751,320,0,8
277,58.49,85.7,0,1,21,7.63489,68,0,8
278,1.15,111.34,0,1,23,1.55361,428,0,8
279,-29.93,-91.31,0,1,20,3.6977,551,0,4
280,-26.49,-222.13,0,1,9,9.12699,655,0,3
281,151.47,-145.69,0,1,12,3.11854,119,0,2
282,-210.44,-4.13,0,1,17,2.29201,845,0,1
283,-11.39,98.41,0,1,20,4.69438,469,0,8
284,-145.44,141.14,0,1,11,12.9623,730,0,6
285,45.4,210.54,0,1,13,38.6896,454,0,5
286,1.9,224.09,0,1,10,5.54549,805,0,5
287,6.08,-86.53,0,1,11,2.0401,478,0,4
288,-31.85,115.38,0,1,21,7.08075,124,0,8
289,-88.74,68.12,0,1,23,3.60111,320,0,8
290,70.74,-208.37,0,1,10,5.24417,717,0,3
291,91.59,14.79,0,1,21,4.47558,891,0,9
292,133.06,-127.3,0,1,6,7.71991,415,0,2
293,-115.4,-1.44,0,1,23,4.94272,972,0,4
294,62.34,206.13,0,1,7,10.1129,406,0,5
295,59.83,-197.21,0,1,14,38.1608,608,0,3
296,-32.18,-190.57,0,1,6,6.96915,244,0,3
297,-44.33,204.7,0,1,9,6.05939,713,0,5
298,196.38,11.31,0,1,8,4.98712,245,0,10
299,-219.13,50.69,0,1,12,4.92135,939,0,1
300,44.22,79.17,0,1,17,4.35253,131,0,8
301,-96.44,-41.24,0,1,24,5.43924,476,0,4
302,202.97,-19.82,0,1,10,6.22136,692,0,-1
303,-30.86,93.4,0,1,22,3.19707,202,0,8
304,-49.5,-94.42,0,1,23,5.83561,409,0,4
305,138.48,139.69,0,1,10,10.948,528,0,10
306,-27.31,-85.25,0,1,13,6.60212,279,0,4
307,-5.04,217.98,0,1,13,5.41093,515,0,5
308,-56.29,-78.26,0,1,21,10.9394,568,0,4
309,199.61,-56.61,0,1,15,89.1587,650,0,2
310,111.71,-3.7,0,1,16,6.35007,757,0,9
311,192.88,-2.78,0,1,9,9.65609,471,0,10
312,-33.47,97.65,0,1,28,6.42246,549,0,8
313,230,-18.98,0,1,6,11.3464,371,0,-1
314,-205.97,-17.29,0,1,14,8.93516,392,0,1
315,-91.45,-54,0,1,26,2.81114,184,0,4
316,187.44,68.47,0,1,10,6.06601,635,0,10
317,92.68,-31.39,0,1,26,2.45284,22,0,9
318,-76.8,192.95,0,1,12,6.14003,814,0,6
319,-26.91,215.04,0,1,11,5.58319,936,0,5
320,-86.38,65.4,0,1,23,4.97932,639,0,8
321,-26.89,101.19,0,1,28,1.70763,549,0,8
322,43.56,99.68,0,1,22,2.7225,473,0,8
323,-103.7,-10.92,0,1,24,7.33988,835,0,4
324,104.5,-183.53,0,1,13,7.33091,258,0,3
325,59.5,-79.12,0,1,22,5.08957,336,0,9
326,-197.28,-69.45,0,1,16,61.0731,512,0,1
327,51.52,-98.43,0,1,19,2.29584,144,0,9
328,-85.15,-29.51,0,1,13,3.28306,627,0,4
329,85.75,195.15,0,1,14,999,-1,1,0
330,173.81,-125.77,0,1,11,10.0351,420,0,2
331,-195.81,76.92,0,1,10,5.16731,719,0,1
332,-113.81,45.08,0,1,10,11.4357,37,0,4
333,-201.27,-50.61,0,1,13,2.7128,447,0,1
334,-103.24,21.1,0,1,23,4.158,657,0,4
335,98.97,15.72,0,1,21,1.19954,576,0,9
336,56.64,-83.33,0,1,24,18.0739,444,0,9
337,-66.87,78.34,0,1,24,0.520869,676,0,8
338,168.86,112.12,0,1,17,13.6511,878,0,10
339,91.13,-42.79,0,1,23,4.18779,738,0,9
340,101.5,165.22,0,1,7,14.4819,641,0,0
341,26.18,113.65,0,1,22,5.37938,782,0,8
342,-39.36,200.44,0,1,10,6.5812,713,0,5
343,211.29,-61.67,0,1,10,6.71443,25,0,2
344,58.84,-69.07,0,1,18,8.15108,853,0,9
345,86.03,-37.35,0,1,24,2.70897,145,0,9
346,49.35,197.25,0,1,11,13.8646,285,0,5
347,99.76,-14.5,0,1,20,4.36931,820,0,9
348,66.08,37.18,0,1,7,13.1529,831,0,8
349,39.6,187.84,0,1,5,6.97063,647,0,5
350,-58.44,-77.33,0,1,20,2.34252,308,0,4
351,85.84,31.12,0,1,17,7.10094,856,0,9
352,17.28,-208.49,0,1,13,6.47365,608,0,3
353,192.31,74,0,1,9,7.3687,316,0,10
354,-25.84,-212.99,0,1,12,0.58823,735,0,3
355,-57.67,-202.3,0,1,9,2.43248,357,0,-1
356,52.53,-78.18,0,1,19,2.52579,19,0,9
357,-55.24,-202.41,0,1,10,14.9293,367,0,-1
358,-45.86,227.03,0,1,3,16.363,876,0,5
359,-72.03,-75.12,0,1,28,12.8711,667,0,4
360,-201.4,7.83,0,1,13,12.7887,855,0,1
361,53.23,-93.68,0,1,20,2.2898,474,0,9
362,1.97,-121.15,0,1,17,9.856,494,0,4
363,68.96,62,0,1,20,1.47435,723,0,8
364,-14.97,-118.11,0,1,17,7.05216,272,0,4
365,35.56,90.83,0,1,26,5.87572,879,0,8
366,79.51,-57.97,0,1,25,7.27231,468,0,9
367,-69.98,-200.04,0,1,10,3.25564,837,0,-1
368,209.9,55.48,0,1,9,7.94713,375,0,10
369,-96.5,-52.78,0,1,25,3.03269,184,0,4
370,-78.97,-80.62,0,1,19,3.52087,881,0,4
371,218.71,-17.85,0,1,8,4.1022,886,0,-1
372,72.7,80.03,0,1,17,5.52471,830,0,8
373,49.78,82.82,0,1,21,2.04727,68,0,8
374,-117.53,187.92,0,1,14,5.86103,707,0,6
375,202.97,59.37,0,1,12,8.19605,708,0,10
376,121.73,-170.15,0,1,11,4.32257,817,0,3
377,97,179.97,0,1,13,10.7455,505,0,0
378,102.39,-65.22,0,1,8,3.9423,134,0,9
379,-135.98,189.21,0,1,7,7.52482,874,0,6
380,95.27,77.6,0,1,10,12.6368,736,0,8
381,44.64,-98.46,0,1,18,5.72372,144,0,9
382,191.52,-63.58,0,1,12,6.80307,599,0,2
383,-114.09,-166.02,0,1,10,3.98322,456,0,7
384,-111.92,68.58,0,1,6,17.5001,658,0,8
385,90.35,44.59,0,1,19,3.31996,442,0,9
386,-28.64,-228.3,0,1,7,5.66614,263,0,3
387,114.86,-24,0,1,11,4.00216,806,0,9
388,-151.43,-154.85,0,1,12,5.0405,888,0,7
389,-163.62,119.17,0,1,11,11.6043,238,0,6
390,-62.57,-94.67,0,1,19,4.26354,709,0,4
391,201.67,-38.59,0,1,13,10.0492,844,0,2
392,-206.64,-8.38,0,1,19,999,-1,1,1
393,-36.71,96.61,0,1,24,2.75465,212,0,8
394,-187.12,-73.69,0,1,12,11.0092,326,0,1
395,7.96,-110,0,1,24,4.54881,133,0,4
396,41.25,82.96,0,1,21,4.66618,703,0,8
397,-55.03,199.6,0,1,12,16.978,814,0,6
398,192.74,-38.82,0,1,11,8.69058,844,0,2
399,25.73,205.05,0,1,11,5.36158,770,0,5
400,216.85,-27.8,0,1,8,14.0536,574,0,-1
401,86.35,-205.96,0,1,8,6.89977,231,0,3
402,186.29,-70.92,0,1,11,4.1458,851,0,2
403,-207.53,-27.55,0,1,9,2.91894,267,0,1
404,52.7,-104.86,0,1,13,4.15524,715,0,9
405,-212.75,-5.18,0,1,17,3.77154,845,0,1
406,61.41,196.06,0,1,9,12.1186,346,0,5
407,-77.65,-74.98,0,1,23,5.62175,359,0,4
408,28.69,-230,0,1,4,5.2465,180,0,3
409,-44.38,-91.62,0,1,23,9.39091,866,0,4
410,87.97,-75.68,0,1,15,7.17809,834,0,9
411,82.8,82.28,0,1,14,10.3476,372,0,8
412,78.81,191.96,0,1,9,0.907854,81,0,0
413,27.44,106.38,0,1,27,0.886168,656,0,8
414,69.65,-35.97,0,1,13,12.847,84,0,9
415,129.72,-134.26,0,1,7,5.97242,86,0,2
416,-200.92,-113.96,0,1,6,12.9832,938,0,1
417,-61.67,77.4,0,1,20,3.17616,62,0,8
418,-84.15,44.28,0,1,16,6.33536,726,0,4
419,-117.25,204.04,0,1,5,3.00123,725,0,6
420,165.32,-120.42,0,1,11,6.12251,14,0,2
421,187.67,62.3,0,1,10,2.44641,635,0,10
422,-87.93,-44.1,0,1,25,3.78699,798,0,4
423,28.74,92,0,1,22,3.36733,680,0,8
424,-109.4,-189.77,0,1,9,8.25969,784,0,7
425,218.53,9.88,0,1,6,12.6,766,0,10
426,40.87,95.32,0,1,24,2.21054,879,0,8
427,-0.6,98.75,0,1,19,8.6513,843,0,8
428,1.59,109.85,0,1,23,7.01325,235,0,8
429,87.74,-47.04,0,1,26,5.59594,531,0,9
430,-0.85,-219.86,0,1,11,2.33489,741,0,3
431,-96.89,-18.79,0,1,26,17.217,835,0,4
432,-72.15,71.18,0,1,28,1.55232,470,0,8
433,54.93,70.52,0,1,21,4.87822,592,0,8
434,-101.12,-2.69,0,1,25,4.28323,835,0,4
435,11.24,118.25,0,1,19,5.76933,580,0,8
436,-210.77,37.67,0,1,14,3.6236,138,0,1
437,71.22,-203.11,0,1,11,8.18369,536,0,3
438,211.46,-47.9,0,1,9,5.54908,508,0,2
439,-42.95,-104.85,0,1,23,7.322,866,0,4
440,-33.89,-105.95,0,1,25,8.38156,866,0,4
441,82.34,38.85,0,1,15,0.92098,578,0,9
442,92.21,41.84,0,1,19,5.19399,167,0,9
443,-55.97,-68.64,0,1,9,6.29063,31,0,4
444,69.36,-70.49,0,1,26,29.317,531,0,9
445,-19.42,-209.79,0,1,12,6.12308,655,0,3
446,-21.95,-108.67,0,1,25,2.11804,611,0,4
447,-198.6,-51.09,0,1,13,9.44742,596,0,1
448,-147.71,157.7,0,1,10,9.5659,89,0,6
449,-100.64,-35.86,0,1,24,1.40801,476,0,4
450,93.81,-10.24,0,1,15,2.46295,239,0,9
451,131.26,-150.53,0,1,10,3.58504,266,0,2
452,181.52,26.67,0,1,6,13.0153,684,0,10
453,-120,-16.47,0,1,18,5.57929,885,0,4
454,6.75,208.79,0,1,13,11.3852,515,0,5
455,27.04,209.44,0,1,10,0.192352,632,0,5
456,-114.9,-169.92,0,1,14,26.559,752,0,7
457,-94.89,59.68,0,1,24,7.86609,38,0,8
458,52.99,-212.62,0,1,10,4.59621,254,0,3
459,-207.76,95.27,0,1,8,3.56799,106,0,1
460,45.3,102.82,0,1,19,3.58987,322,0,8
461,92.52,-35.53,0,1,23,2.20077,265,0,9
462,34.1,-116.21,0,1,11,8.74419,742,0,9
463,209.2,-42.16,0,1,10,8.33341,391,0,2
464,69.62,-78.75,0,1,21,0.452763,807,0,9
465,28.67,-88.15,0,1,12,3.03516,704,0,4
466,-61.22,69.96,0,1,16,4.91481,268,0,8
467,27.68,216.1,0,1,10,5.61232,91,0,5
468,86.35,-55.5,0,1,25,8.57343,429,0,9
469,-14.95,95.35,0,1,23,7.52836,261,0,8
470,-71.79,69.67,0,1,28,5.8749,816,0,8
471,200.63,2.98,0,1,9,7.43081,766,0,10
472,174.83,130.02,0,1,15,5.81055,878,0,10
473,40.9,100.26,0,1,26,4.97765,879,0,8
474,54.27,-91.64,0,1,20,6.53759,144,0,9
475,-187.82,107.05,0,1,12,3.26603,621,0,1
476,-99.61,-36.82,0,1,24,1.93546,504,0,4
477,-3.84,-98.94,0,1,23,16.1729,395,0,4
478,4.46,-87.77,0,1,12,3.50525,262,0,4
479,-102.33,-48,0,1,22,7.53905,369,0,4
480,-5.57,-224.69,0,1,6,5.70412,741,0,3
481,-79.15,54.01,0,1,20,8.76624,178,0,8
482,50.78,-79.97,0,1,17,1.56083,19,0,9
483,-66.9,83.45,0,1,23,2.40304,546,0,8
484,-203.39,98.32,0,1,11,4.4776,869,0,1
485,-113.25,-11.91,0,1,21,2.81326,66,0,4
486,28.03,100.47,0,1,28,5.3306,656,0,8
487,21.56,103.47,0,1,27,0.645596,514,0,8
488,-82.56,200.27,0,1,11,6.58091,648,0,6
489,16.98,-88.4,0,1,12,7.33295,175,0,4
490,70.83,71.57,0,1,24,40.1861,365,0,8
491,106.98,200.42,0,1,7,8.81212,188,0,0
492,-207.13,76.3,0,1,9,3.32338,812,0,1
493,-137.04,-168.77,0,1,11,2.41107,727,0,7
494,-5.91,-115.23,0,1,22,5.97863,534,0,4
495,8.69,-205.48,0,1,12,2.44591,675,0,3
496,176.41,105.63,0,1,16,9.95604,338,0,10
497,121.05,-182.97,0,1,10,5.84409,638,0,3
498,-91.54,-77.54,0,1,15,8.11123,242,0,4
