index,x,y,layer,weight,rho,delta,nh,isSeed,clusterId
357,-56.55,-49.16,0,1,44,1.43544,522,0,0
358,-37.38,78.89,0,1,35,4.12633,226,0,2
359,-39.68,93.56,0,1,22,2.76631,381,0,2
360,-147.35,87.05,0,1,13,4.84517,852,0,0
361,-93.71,108.33,0,1,53,3.35626,238,0,2
362,134.92,-78.3,0,1,40,3.92474,71,0,1
363,-32.37,50.63,0,1,47,2.11123,240,0,2
364,-75.74,67.49,0,1,26,5.46591,351,0,2
365,-99.44,1.93,0,1,59,4.21011,315,0,0
366,-108.63,-12.24,0,1,30,3.16635,805,0,0
367,0.15,25.38,0,1,18,7.82537,407,0,2
368,-106.7,160.49,0,1,17,2.68778,147,0,2
369,194.17,-184.41,0,1,25,1.70602,841,0,1
370,-118.07,24.64,0,1,42,1.60879,507,0,0
371,-75.32,-29.2,0,1,55,2.67855,316,0,0
372,-83.69,116.62,0,1,63,2.92838,644,0,2
373,-56.18,92.37,0,1,49,2.15103,676,0,2
374,150.38,-105.59,0,1,53,1.6179,450,0,1
375,-64.7,91.66,0,1,53,2.99313,185,0,2
376,-96.16,93.36,0,1,29,5.83473,213,0,2
377,-139.37,38.78,0,1,24,6.54541,390,0,0
378,-119.86,150.3,0,1,21,1.29244,620,0,2
379,86.98,-25.06,0,1,26,2.96502,459,0,1
380,-52.72,-29.47,0,1,33,3.35257,162,0,0
381,-42.43,93.26,0,1,29,9.97246,806,0,2
382,-106.2,155.23,0,1,21,4.46722,331,0,2
383,-40.04,41.73,0,1,42,6.64488,141,0,2
384,134.45,-93.38,0,1,62,2.11654,619,0,1
385,148.86,-114.55,0,1,53,0.795107,834,0,1
386,-59.64,91.03,0,1,58,1.42341,771,0,2
387,-67.03,76.77,0,1,54,1.05773,890,0,2
388,-120.7,151.33,0,1,22,0.39812,620,0,2
389,193.89,-164.68,0,1,32,5.02005,719,0,1
390,-134.57,43.23,0,1,30,4.43499,790,0,0
391,183.6,-123.58,0,1,16,7.29458,777,0,1
392,-94.96,-8.25,0,1,59,3.71953,47,0,0
393,-129.27,164.25,0,1,14,6.31096,583,0,2
394,101.61,-57.75,0,1,43,2.86472,717,0,1
395,104.24,-46.58,0,1,31,6.63509,551,0,1
396,-158.77,95.63,0,1,14,6.0782,399,0,0
397,-80.07,1.51,0,1,34,3.22374,581,0,0
398,134.52,-89.42,0,1,63,5.89542,619,0,1
399,-159.24,89.57,0,1,15,6.4307,472,0,0
400,-25.22,30.35,0,1,33,3.27686,354,0,2
401,185.22,-134.41,0,1,24,6.91654,479,0,1
402,-44.98,69.44,0,1,53,5.46795,665,0,2
403,-166.62,85.38,0,1,17,16.0359,852,0,0
404,116.11,-68.41,0,1,49,5.77389,651,0,1
405,122.98,-101.1,0,1,48,4.95826,919,0,1
406,-189.77,121.58,0,1,10,18.9602,703,0,0
407,-4.07,18.79,0,1,23,1.95369,38,0,2
408,-117.65,48.64,0,1,32,2.91606,285,0,0
409,-191,117.33,0,1,9,4.42441,406,0,0
410,130.69,-74.82,0,1,42,3.05786,71,0,1
411,183.53,-163.62,0,1,35,5.80788,715,0,1
412,-59.63,-44.15,0,1,49,3.72539,121,0,0
413,-99.25,-9.98,0,1,52,4.2147,52,0,0
414,-20.78,41.03,0,1,33,1.8071,334,0,2
415,-113.91,119.1,0,1,23,4.84125,749,0,2
416,-54.6,54.46,0,1,38,3.06894,492,0,2
417,-89.85,114.63,0,1,58,2.36935,887,0,2
418,-72.81,-34.51,0,1,50,1.18596,309,0,0
419,-58.28,-70.58,0,1,23,2.88231,153,0,0
420,-91.67,113.44,0,1,54,2.17451,417,0,2
421,-49.87,41.46,0,1,26,2.36019,842,0,2
422,165.53,-137.56,0,1,53,2.59017,517,0,1
423,1.64,-6.67,0,1,12,5.93485,299,0,2
424,-38.8,-82.29,0,1,20,3.35841,156,0,0
425,203.28,-170.94,0,1,20,5.4222,935,0,1
426,-154.52,99.79,0,1,12,3.72413,83,0,0
427,93.99,-31.41,0,1,29,5.00692,431,0,1
428,-100,23.72,0,1,45,2.10059,12,0,0
429,-105.21,146.53,0,1,30,8.38062,143,0,2
430,128.41,-95.76,0,1,59,6.49199,384,0,1
431,92.06,-36.03,0,1,30,8.31241,515,0,1
432,-32.02,40.9,0,1,43,3.41341,599,0,2
433,139.86,-109.51,0,1,58,2.59679,643,0,1
434,147.63,-105.19,0,1,54,2.69982,861,0,1
435,-92.82,-27.9,0,1,40,6.17081,138,0,0
436,-123.88,28.98,0,1,40,6.04633,310,0,0
437,-172.67,230,0,1,1,20.3825,686,0,-1
438,-90.86,146.01,0,1,21,7.41033,893,0,2
439,-88.56,151.68,0,1,13,6.11873,438,0,2
440,0.15,5.08,0,1,18,4.59949,867,0,2
441,119.22,-69.24,0,1,45,3.21885,404,0,1
442,-67.02,102.67,0,1,49,5.60181,160,0,2
443,-105.38,35.99,0,1,37,4.63997,655,0,0
444,173.03,-149.37,0,1,51,7.42781,99,0,1
445,100.44,-23.66,0,1,16,4.5293,485,0,1
446,-58.17,98.36,0,1,35,4.39669,63,0,2
447,-32.57,60.83,0,1,37,3.29219,594,0,2
448,-58.54,93.28,0,1,50,1.18271,62,0,2
449,167.19,-140.59,0,1,52,3.136,99,0,1
450,150.62,-103.99,0,1,53,3.22181,434,0,1
451,153.41,-138.52,0,1,43,0.707102,569,0,1
452,-38.16,12.38,0,1,9,14.5484,820,0,2
453,197.66,-189.18,0,1,18,4.75293,723,0,1
454,-80.72,95.21,0,1,52,3.29315,884,0,2
455,94.87,-44.25,0,1,34,1.5261,227,0,1
456,154.16,-111.44,0,1,52,3.19326,761,0,1
457,97.23,-50.44,0,1,36,2.80722,208,0,1
458,83.32,-20.83,0,1,24,2.15111,883,0,1
459,89.63,-26.39,0,1,28,6.64906,427,0,1
460,-68.71,-17.88,0,1,39,4.89826,53,0,0
461,81.96,-26.13,0,1,24,1.38928,154,0,1
462,106.15,-79.57,0,1,43,6.50643,566,0,1
463,-50.24,-53.49,0,1,37,5.42333,218,0,0
464,-98.8,8.87,0,1,54,0.475394,801,0,0
465,-136.03,192.39,0,1,9,11.0789,526,0,-1
466,-90.35,-7.85,0,1,55,3.74899,329,0,0
467,31.59,-15.72,0,1,3,18.2946,857,0,-1
468,124.39,-65.36,0,1,36,5.77499,523,0,1
469,144.94,-122.3,0,1,46,5.21852,679,0,1
470,-100.41,56.19,0,1,10,13.7013,662,0,0
471,-69.86,97.41,0,1,57,6.61184,757,0,2
472,-152.93,88.33,0,1,15,0.795104,555,0,0
473,-66.53,-35.79,0,1,54,0.35805,658,0,0
474,-45.24,48.4,0,1,40,3.75238,233,0,2
475,-161.91,66.52,0,1,10,4.12535,826,0,0
476,154.46,-128.1,0,1,50,1.37295,804,0,1
477,-117.95,34.04,0,1,43,6.59412,735,0,0
478,132.02,-120.39,0,1,28,6.21929,306,0,1
479,181.53,-140.26,0,1,35,4.39001,276,0,1
480,154.59,-120.03,0,1,54,12.083,743,0,1
481,-65.75,76.17,0,1,58,1.04293,706,0,2
482,118.51,-94.09,0,1,46,4.76122,570,0,1
483,-84.73,4.17,0,1,43,1.42636,556,0,0
484,108.35,-47.3,0,1,29,4.17259,395,0,1
485,96.25,-25.38,0,1,24,2.04831,891,0,1
486,40.13,55.53,0,1,3,19.9671,557,0,-1
487,-42.36,78.47,0,1,39,1.0009,226,0,2
488,-69.67,-22.77,0,1,45,4.93301,571,0,0
489,-102.73,24.43,0,1,47,2.18296,12,0,0
490,-101.88,121.77,0,1,50,6.35132,540,0,2
491,-14.21,68.43,0,1,9,9.40613,692,0,2
492,-52.82,56.96,0,1,45,4.51876,6,0,2
493,137.07,-108.64,0,1,58,3.90713,643,0,1
494,-123.13,37.73,0,1,42,3.86757,310,0,0
