index,x,y,layer,weight,rho,delta,nh,isSeed,clusterId
44,-234.21,176.38,0,1,9,1.09074,45,0,4
45,-233.12,176.42,0,1,10,999,-1,1,4
46,-228.79,174.68,0,1,4,2.4097,47,0,4
47,-231.08,173.93,0,1,8,2.54679,41,0,4
48,-234.87,178.03,0,1,8,0.795539,43,0,4
49,-233.87,175.33,0,1,9,0.885993,41,0,4
50,-82.81,-26.73,0,1,10,1.59399,966,0,93
51,-81.84,-29.48,0,1,9,1.04388,57,0,93
52,-77.61,-30.35,0,1,5,3.23025,54,0,93
53,-80.33,-24.66,0,1,8,2.07022,59,0,93
54,-80.54,-28.99,0,1,10,1.00648,57,0,93
55,-83.08,-28.65,0,1,9,0.451774,966,0,93
56,-83.34,-23.45,0,1,5,1.50864,59,0,93
57,-81.43,-28.52,0,1,10,1.8795,966,0,93
58,-82.07,-30.22,0,1,8,0.77492,51,0,93
59,-82.4,-24.63,0,1,9,2.13965,50,0,93
60,82.39,3.99,0,1,10,1.58474,68,0,5
61,80.6,2.22,0,1,6,1.45986,68,0,5
62,80.19,5.24,0,1,10,1.28969,63,0,5
63,81.26,5.96,0,1,10,2.33803,68,0,5
64,84.15,3.58,0,1,9,1.80713,60,0,5
65,80.84,8.3,0,1,7,2.37739,63,0,5
66,83.76,7.35,0,1,9,1.02771,69,0,5
67,85.02,4.9,0,1,8,1.58091,64,0,5
68,80.84,3.66,0,1,10,999,-1,1,5
69,83.95,6.34,0,1,9,2.7167,63,0,5
70,1.88,-143.51,0,1,7,1.10802,71,0,6
71,2.54,-144.4,0,1,7,2.52241,78,0,6
72,8.49,-144.68,0,1,7,3.02035,77,0,6
73,4.39,-142.65,0,1,8,0.943401,79,0,6
74,5.77,-148.26,0,1,7,1.22449,75,0,6
75,6.82,-147.63,0,1,7,1.52267,77,0,6
76,5.42,-144.6,0,1,10,1.26626,79,0,6
77,5.98,-146.36,0,1,10,3.10745,79,0,6
78,3.14,-146.85,0,1,9,2.88196,77,0,6
79,4.89,-143.45,0,1,10,999,-1,1,6
80,133.38,49.69,0,1,10,1.74795,84,0,7
81,131.2,45.29,0,1,7,3.1763,84,0,7
82,134.29,46.2,0,1,8,2.4001,89,0,7
83,135.72,48.3,0,1,7,1.25543,87,0,7
84,132.45,48.21,0,1,10,999,-1,1,7
85,133.54,50.39,0,1,9,0.718051,80,0,7
86,128.94,49.14,0,1,6,0.793094,88,0,7
87,136.91,48.7,0,1,7,2.93246,89,0,7
88,129.25,48.41,0,1,7,3.20624,84,0,7
89,133.98,48.58,0,1,9,1.26178,80,0,7
90,-146.15,-24.05,0,1,6,2.02081,92,0,8
91,-144.5,-31.07,0,1,4,1.93941,95,0,8
92,-145.49,-25.96,0,1,8,2.66308,93,0,8
93,-146.51,-28.42,0,1,9,999,-1,1,8
94,-148.89,-26.26,0,1,7,1.5096,99,0,8
95,-145.17,-29.25,0,1,8,1.57623,93,0,8
96,-141.26,-22.38,0,1,1,5.1673,90,0,8
97,-147.18,-25.8,0,1,7,0.917609,99,0,8
98,-141.88,-28.52,0,1,5,3.37001,95,0,8
99,-147.44,-26.68,0,1,7,1.97295,93,0,8
100,107.08,-146.04,0,1,10,0.390512,101,0,9
101,107.46,-146.13,0,1,10,1.43754,105,0,9
102,107.11,-142.43,0,1,10,1.22919,103,0,9
103,108.06,-143.21,0,1,10,0.876651,106,0,9
104,106.68,-142.2,0,1,9,0.487646,102,0,9
105,106.5,-145.06,0,1,10,1.69098,108,0,9
106,108.44,-142.42,0,1,10,2.28845,108,0,9
107,107.17,-147.24,0,1,9,1.14726,101,0,9
108,108.15,-144.69,0,1,10,1.32382,109,0,9
109,109.45,-144.94,0,1,10,999,-1,1,9
110,136.56,-85.88,0,1,10,1.69567,118,0,10
111,139.39,-86.62,0,1,8,1.24327,116,0,10
112,136.25,-82.58,0,1,9,0.688835,113,0,10
113,136.78,-83.02,0,1,10,1.26289,118,0,10
114,134.09,-82.36,0,1,6,2.17118,112,0,10
115,138.22,-83.05,0,1,10,2.21237,118,0,10
116,138.15,-86.71,0,1,9,0.433814,119,0,10
117,140.46,-85.04,0,1,9,2.80863,119,0,10
118,136.33,-84.2,0,1,10,999,-1,1,10
119,137.96,-86.32,0,1,9,1.46752,110,0,10
120,98.87,-25.4,0,1,9,0.186011,122,0,11
121,102.81,-23.34,0,1,4,3.04591,125,0,11
122,98.72,-25.29,0,1,9,1.02068,129,0,11
123,97.61,-30.04,0,1,4,4.00425,129,0,11
124,93.61,-26.23,0,1,5,2.69898,128,0,11
125,101.07,-25.84,0,1,5,2.24357,120,0,11
126,95.68,-24.05,0,1,7,0.747262,128,0,11
127,96.39,-23.4,0,1,7,1.46185,128,0,11
128,95.88,-24.77,0,1,7,2.52448,129,0,11
129,98.05,-26.06,0,1,9,999,-1,1,11
130,49.11,-230.86,0,1,10,0.998501,134,0,12
131,44.94,-228.7,0,1,10,1.58383,136,0,12
132,47.76,-229.63,0,1,10,0.350573,133,0,12
133,48.11,-229.61,0,1,10,0.880574,138,0,12
134,48.12,-230.73,0,1,10,1.01119,137,0,12
135,46.72,-226.77,0,1,10,1.08166,139,0,12
136,46.52,-228.81,0,1,10,1.36092,138,0,12
137,47.12,-230.58,0,1,10,1.97232,138,0,12
138,47.88,-228.76,0,1,10,1.41411,139,0,12
139,47.62,-227.37,0,1,10,999,-1,1,12
140,-64.17,-97.43,0,1,10,0.584123,145,0,13
141,-64.97,-98.02,0,1,9,0.994032,140,0,13
142,-65.99,-98.69,0,1,7,1.22037,141,0,13
143,-60.88,-94.1,0,1,7,1.77201,144,0,13
144,-62.58,-94.6,0,1,8,1.71233,149,0,13
145,-64.63,-97.07,0,1,10,999,-1,1,13
146,-68.15,-99.71,0,1,6,2.01428,147,0,13
147,-66.17,-100.08,0,1,7,2.38403,141,0,13
148,-61.52,-95.81,0,1,7,1.60863,144,0,13
149,-63.19,-96.2,0,1,9,1.57268,140,0,13
150,-205.56,91.82,0,1,9,1.29808,155,0,14
151,-202.83,90.91,0,1,9,2.99955,152,0,14
152,-205.41,89.38,0,1,10,999,-1,1,14
153,-202.72,87.62,0,1,5,1.5761,158,0,14
154,-203.51,93.58,0,1,7,1.41874,157,0,14
155,-206.81,91.47,0,1,9,2.51557,152,0,14
156,-204.5,88.28,0,1,8,1.01021,158,0,14
157,-204.83,94.1,0,1,7,2.39401,150,0,14
158,-203.68,88.87,0,1,8,1.80362,152,0,14
159,-208.09,91.43,0,1,6,1.28062,155,0,14
160,133.83,150.93,0,1,9,1.0402,165,0,15
161,132.89,151.94,0,1,10,0.35511,165,0,15
162,128.71,151.66,0,1,7,2.93394,163,0,15
163,131.35,150.38,0,1,9,1.84715,164,0,15
164,131.97,152.12,0,1,10,1.13226,168,0,15
165,133.19,151.75,0,1,10,0.723678,168,0,15
166,133.14,149.89,0,1,10,2.57158,168,0,15
167,136.24,153.33,0,1,7,3.30651,168,0,15
168,133.05,152.46,0,1,10,999,-1,1,15
169,132.94,148.97,0,1,8,0.941486,166,0,15
170,-139.34,-228.58,0,1,5,2.60019,176,0,16
171,-138.04,-235.6,0,1,7,1.17239,178,0,16
172,-139.64,-233.27,0,1,8,1.29542,177,0,16
173,-135.72,-233.37,0,1,9,1.56974,179,0,16
174,-137.86,-233.76,0,1,8,0.89472,178,0,16
175,-134.59,-230.59,0,1,7,3.00088,173,0,16
176,-136.75,-228.81,0,1,6,2.79893,175,0,16
177,-138.39,-232.93,0,1,10,1.29839,179,0,16
178,-137.48,-234.57,0,1,8,1.87557,177,0,16
179,-137.12,-232.66,0,1,10,999,-1,1,16
180,151.25,147.92,0,1,10,1.4339,184,0,29
181,153.29,146.45,0,1,9,1.89156,184,0,29
182,152.7,149.3,0,1,11,1.62783,186,0,29
183,149.62,146.59,0,1,7,2.10376,180,0,29
184,152.65,148.23,0,1,10,1.07118,182,0,29
185,154.36,144.83,0,1,6,1.94147,181,0,29
186,154.27,149.73,0,1,11,3.30551,317,0,29
187,152.69,149.64,0,1,10,0.340143,182,0,29
188,151.61,151.43,0,1,7,1.91211,189,0,29
189,151.52,149.52,0,1,9,1.17614,187,0,29
190,-67.32,235.05,0,1,10,1.19017,199,0,17
191,-67.4,237.3,0,1,10,1.47411,192,0,17
192,-65.93,237.19,0,1,10,1.36952,199,0,17
193,-65.4,234.25,0,1,10,0.300834,195,0,17
194,-65.04,234.46,0,1,10,0.711763,195,0,17
195,-65.69,234.17,0,1,10,1.0402,196,0,17
196,-65.67,235.21,0,1,10,1.20615,199,0,17
197,-64.07,235.44,0,1,10,1.68077,198,0,17
198,-63.22,236.89,0,1,10,3.4881,199,0,17
199,-66.59,235.99,0,1,10,999,-1,1,17
200,42.93,217.65,0,1,7,1.55416,206,0,18
201,45.94,219.54,0,1,9,2.16314,206,0,18
202,47.11,216.39,0,1,6,2.73879,209,0,18
203,47.95,225.63,0,1,2,3.83276,208,0,18
204,41.19,220.36,0,1,6,2.61297,207,0,18
205,48.31,216.95,0,1,5,1.32424,202,0,18
206,43.88,218.88,0,1,9,999,-1,1,18
207,43.69,221.12,0,1,7,2.24803,206,0,18
208,44.61,223.75,0,1,6,2.78628,207,0,18
209,46.5,219.06,0,1,7,0.737562,201,0,18
210,137.95,-157.04,0,1,8,0.679781,216,0,19
211,134.88,-157.8,0,1,5,2.45204,215,0,19
212,140.12,-153.48,0,1,8,0.215404,219,0,19
213,137.62,-151.93,0,1,6,2.91186,219,0,19
214,141.64,-154.53,0,1,8,1.90686,219,0,19
215,136.85,-156.34,0,1,8,1.40288,216,0,19
216,138.25,-156.43,0,1,9,1.1316,218,0,19
217,143.21,-157.97,0,1,3,3.78134,214,0,19
218,139.19,-157.06,0,1,9,999,-1,1,19
219,140.2,-153.28,0,1,8,3.70472,216,0,19
220,56.89,205.36,0,1,9,0.445985,221,0,20
221,57.22,205.06,0,1,9,1.53682,224,0,20
222,56.32,202.28,0,1,10,0.91022,223,0,20
223,57.23,202.26,0,1,10,1.62635,228,0,20
224,55.89,204.29,0,1,10,1.03078,229,0,20
225,54.27,200.42,0,1,7,2.17007,226,0,20
226,54.63,202.56,0,1,9,1.71304,222,0,20
227,59.65,203.93,0,1,8,2.67989,221,0,20
228,57.46,200.65,0,1,10,4.76152,229,0,20
229,54.94,204.69,0,1,10,999,-1,1,20
230,-93.12,-25.36,0,1,6,2.16448,236,0,21
231,-99.26,-23.27,0,1,8,2.59114,238,0,21
232,-99.92,-19.66,0,1,5,2.93532,238,0,21
233,-95.05,-23.87,0,1,9,1.61617,234,0,21
234,-95.39,-25.45,0,1,9,0.726152,239,0,21
235,-96.75,-20.79,0,1,8,0.9521,238,0,21
236,-95.27,-25.61,0,1,8,0.200002,234,0,21
237,-93.83,-21.73,0,1,8,2.46333,233,0,21
238,-97.52,-21.35,0,1,9,4.61692,239,0,21
239,-96.06,-25.73,0,1,9,8.90917,780,1,21
240,109.12,70.04,0,1,7,2.20658,248,0,22
241,111.94,71.43,0,1,7,2.53287,242,0,22
242,110.09,73.16,0,1,10,1.164,248,0,22
243,108.09,73.16,0,1,9,1.59841,248,0,22
244,106.16,72.58,0,1,7,1.1766,249,0,22
245,110.38,75.62,0,1,8,2.47703,242,0,22
246,107.48,75.95,0,1,7,2.47121,249,0,22
247,112.51,75.85,0,1,5,2.14239,245,0,22
248,109.39,72.23,0,1,10,999,-1,1,22
249,106.78,73.58,0,1,8,1.37568,243,0,22
250,-188.93,1.21,0,1,5,3.80617,259,0,23
251,-188.05,-0.64,0,1,4,2.04863,250,0,23
252,-193.43,-3.47,0,1,8,1.01044,256,0,23
253,-191.55,-2.5,0,1,9,0.930493,259,0,23
254,-193.35,-1.65,0,1,8,0.420475,257,0,23
255,-197.63,-3.18,0,1,5,4.21001,252,0,23
256,-192.8,-2.68,0,1,8,0.83486,257,0,23
257,-193.37,-2.07,0,1,8,1.8701,253,0,23
258,-193.34,1.01,0,1,8,3.94007,253,0,23
259,-190.68,-2.17,0,1,9,999,-1,1,23
260,117.52,24.7,0,1,8,1.85539,261,0,24
261,116.08,23.53,0,1,8,1.58092,267,0,24
262,120.58,29.84,0,1,3,1.83807,977,0,24
263,113.69,21.92,0,1,8,1.30096,267,0,24
264,115.98,28.15,0,1,6,2.51563,269,0,24
265,115.31,19.18,0,1,5,3.18308,263,0,24
266,111.29,25.17,0,1,5,3.72505,268,0,24
267,114.76,22.66,0,1,8,0.639531,268,0,24
268,114.47,23.23,0,1,8,2.71464,269,0,24
269,115.7,25.65,0,1,9,999,-1,1,24
270,208.29,-5.84,0,1,9,1.24036,278,0,25
271,209.81,-6.99,0,1,9,1.10856,279,0,25
272,208.17,-8.23,0,1,7,2.05602,271,0,25
273,214.73,-2.73,0,1,4,2.50586,276,0,25
274,210.05,-5.08,0,1,9,0.83006,279,0,25
275,211.68,-3.45,0,1,9,0.715903,276,0,25
276,212.38,-3.6,0,1,9,2.93205,277,0,25
277,211.51,-6.4,0,1,10,999,-1,1,25
278,208.32,-4.6,0,1,9,2.178,279,0,25
279,210.06,-5.91,0,1,9,1.53055,277,0,25
280,-231.16,83.64,0,1,9,1.27614,289,0,26
281,-227.25,84.13,0,1,10,0.784091,287,0,26
282,-230.58,85.66,0,1,10,1.80336,288,0,26
283,-231.63,82.18,0,1,9,0.120419,286,0,26
284,-229.26,82.4,0,1,10,1.12201,289,0,26
285,-226.11,84.82,0,1,7,1.33255,281,0,26
286,-231.62,82.06,0,1,9,2.09612,289,0,26
287,-227.33,83.35,0,1,10,2.58822,288,0,26
288,-229.83,84.02,0,1,10,0.726904,289,0,26
289,-229.93,83.3,0,1,10,999,-1,1,26
290,82.16,-96.62,0,1,3,3.14579,296,0,27
291,81.41,-101.62,0,1,8,1.00603,295,0,27
292,78.09,-104.06,0,1,6,3.04356,294,0,27
293,86.26,-96.61,0,1,3,3.11405,296,0,27
294,79.21,-101.23,0,1,7,1.986,295,0,27
295,80.8,-102.42,0,1,8,999,-1,1,27
296,84.24,-98.98,0,1,6,3.8702,291,0,27
297,80.83,-102.7,0,1,6,0.281601,295,0,27
298,77.51,-98.96,0,1,4,2.836,294,0,27
299,81.34,-102.86,0,1,7,0.696559,295,0,27
300,134.13,-173.99,0,1,9,1.38293,305,0,28
301,135.99,-174.8,0,1,8,0.932624,302,0,28
302,135.92,-175.73,0,1,9,1.85852,307,0,28
303,131.09,-176.53,0,1,7,2.03274,308,0,28
304,135.68,-173.74,0,1,8,1.57002,300,0,28
305,133.23,-175.04,0,1,9,1.95656,308,0,28
306,134.17,-177.35,0,1,9,0.552274,307,0,28
307,134.46,-176.88,0,1,9,1.39435,308,0,28
308,133.07,-176.99,0,1,9,999,-1,1,28
309,138.79,-180.1,0,1,1,5.22818,302,0,28
310,159.75,151.93,0,1,10,1.31746,318,0,29
311,158.82,153.82,0,1,10,0.890224,312,0,29
312,159.52,153.27,0,1,10,1.95232,318,0,29
313,161.54,150.96,0,1,10,1.20934,318,0,29
314,162.12,150.72,0,1,8,0.627698,313,0,29
315,160.46,155.74,0,1,8,2.52507,311,0,29
316,163.06,152.84,0,1,8,2.1431,318,0,29
317,157.35,150.93,0,1,11,999,-1,1,29
318,161.06,152.07,0,1,10,3.88119,317,0,29
319,156.91,152.59,0,1,9,1.71733,317,0,29
320,2.38,103.81,0,1,10,999,-1,1,30
321,0.19,101.51,0,1,6,1.27471,328,0,30
322,4.16,103.27,0,1,9,1.86011,320,0,30
323,2.62,107.21,0,1,7,3.40846,320,0,30
324,3,102.73,0,1,7,1.24531,320,0,30
325,2.9,101.16,0,1,6,1.57318,324,0,30
326,1.85,108.25,0,1,5,1.29403,323,0,30
327,5.41,107.35,0,1,6,0.480208,329,0,30
328,-0.24,102.71,0,1,6,2.84155,320,0,30
329,5,107.6,0,1,6,2.41174,323,0,30
330,-25.59,-239.55,0,1,10,1.9101,331,0,31
331,-27.5,-239.53,0,1,10,999,-1,1,31
332,-27.69,-237.98,0,1,9,1.45134,333,0,31
333,-26.27,-238.28,0,1,9,1.44059,330,0,31
334,-30.18,-239.23,0,1,9,0.842196,335,0,31
335,-29.61,-238.61,0,1,9,2.30185,331,0,31
336,-29.75,-237.72,0,1,8,0.733486,337,0,31
337,-29.89,-238.44,0,1,8,0.327565,335,0,31
338,-24.61,-241.64,0,1,6,2.30835,330,0,31
339,-28.07,-243.1,0,1,6,3.61523,331,0,31
340,-129.69,10.22,0,1,9,0.199251,345,0,32
341,-129.65,8,0,1,10,1.94487,346,0,32
342,-126.58,7.71,0,1,8,2.6207,343,0,32
343,-128.93,6.55,0,1,9,1.53444,347,0,32
344,-130.25,4.86,0,1,6,1.49345,347,0,32
345,-129.5,10.16,0,1,9,0.811542,346,0,32
346,-130.25,9.85,0,1,10,9.66839,762,1,32
347,-130.45,6.34,0,1,9,1.84272,341,0,32
348,-131,10.06,0,1,8,0.778845,346,0,32
349,-130.59,11.77,0,1,6,1.75847,348,0,32
350,-114.44,8.68,0,1,10,999,-1,1,33
351,-115.26,9.46,0,1,9,0.557135,354,0,33
352,-115.33,7.17,0,1,8,0.961768,353,0,33
353,-114.66,7.86,0,1,9,0.849,350,0,33
354,-115.46,8.94,0,1,9,1.05261,350,0,33
355,-118.51,6.68,0,1,6,3.21753,352,0,33
356,-113.58,11.21,0,1,9,2.25816,357,0,33
357,-111.91,9.69,0,1,9,2.72415,350,0,33
358,-112.32,11.32,0,1,8,1.26479,356,0,33
359,-109.98,10.42,0,1,5,2.06344,357,0,33
360,126.06,-38.26,0,1,5,1.45169,368,0,34
361,126.51,-31.4,0,1,8,1.0245,367,0,34
362,125.47,-32.81,0,1,9,0.308061,363,0,34
363,125.17,-32.88,0,1,9,0.9986,367,0,34
364,127.55,-34.89,0,1,9,0.751864,365,0,34
365,127.37,-35.62,0,1,9,2.76632,369,0,34
366,124.87,-29.78,0,1,6,2.30521,361,0,34
367,125.71,-32.04,0,1,9,2.28633,369,0,34
368,126.31,-36.83,0,1,8,1.60864,365,0,34
369,124.99,-34.21,0,1,10,999,-1,1,34
370,-230.01,211.55,0,1,10,2.10639,379,0,35
371,-232.63,213.02,0,1,10,1.25674,379,0,35
372,-232.96,214.36,0,1,10,0.729188,376,0,35
373,-229.44,214.23,0,1,8,1.4722,377,0,35
374,-234.81,211.62,0,1,9,1.63885,375,0,35
375,-234.34,213.19,0,1,9,1.71842,371,0,35
376,-232.42,214.85,0,1,10,1.8285,377,0,35
377,-230.87,213.88,0,1,10,0.89052,379,0,35
378,-232.82,211.71,0,1,10,2.03646,379,0,35
379,-231.38,213.15,0,1,10,999,-1,1,35
380,82.93,-81.59,0,1,10,0.640078,383,0,36
381,81.75,-79.35,0,1,9,1.67622,386,0,36
382,81.29,-81.71,0,1,9,0.278569,385,0,36
383,83.57,-81.6,0,1,10,1.24908,386,0,36
384,81.24,-84.88,0,1,8,2.47881,388,0,36
385,81.39,-81.45,0,1,9,1.10694,388,0,36
386,82.96,-80.51,0,1,10,999,-1,1,36
387,86.23,-79.57,0,1,5,3.34612,383,0,36
388,81.82,-82.47,0,1,9,1.41651,380,0,36
389,79.39,-81.33,0,1,9,3.54954,380,0,36
390,-172.64,142.56,0,1,10,1.35074,392,0,37
391,-168.81,140.22,0,1,8,1.62787,395,0,37
392,-171.37,142.1,0,1,10,0.36235,398,0,37
393,-169.84,142.39,0,1,9,0.774731,395,0,37
394,-170.96,143.72,0,1,10,1.9085,398,0,37
395,-169.53,141.68,0,1,9,1.51819,399,0,37
396,-169.85,145.21,0,1,8,1.85801,394,0,37
397,-174.85,141.71,0,1,5,2.36783,390,0,37
398,-171.14,141.82,0,1,10,999,-1,1,37
399,-168.6,142.88,0,1,9,2.50503,394,0,37
400,-187,162.36,0,1,9,0.11181,404,0,38
401,-187.61,161.72,0,1,10,1.82259,406,0,38
402,-188.06,164.15,0,1,9,1.24909,409,0,38
403,-188.6,162.46,0,1,9,1.23601,401,0,38
404,-186.95,162.46,0,1,9,0.991571,401,0,38
405,-186.44,157.25,0,1,7,3.18751,408,0,38
406,-186.18,160.59,0,1,10,2.4052,408,0,38
407,-186.66,164.28,0,1,9,2.64683,409,0,38
408,-188.43,159.74,0,1,10,6.80567,571,1,38
409,-189.27,163.84,0,1,9,2.69258,401,0,38
410,-164.83,-193.19,0,1,9,1.2657,414,0,39
411,-162.93,-196.34,0,1,9,1.47078,419,0,39
412,-166.15,-198.29,0,1,4,3.70033,419,0,39
413,-160.4,-193.82,0,1,7,2.71709,417,0,39
414,-164.95,-194.45,0,1,9,1.29727,419,0,39
415,-164.82,-189.43,0,1,5,3.05556,416,0,39
416,-165.72,-192.35,0,1,8,1.2238,410,0,39
417,-162.88,-192.71,0,1,9,0.44294,418,0,39
418,-163.09,-193.1,0,1,9,2.36947,419,0,39
419,-163.97,-195.3,0,1,9,999,-1,1,39
420,134.4,21.6,0,1,8,1.07005,428,0,40
421,131.31,24.35,0,1,10,1.03175,424,0,40
422,130.49,22.5,0,1,9,1.70652,424,0,40
423,131.7,27.58,0,1,7,3.25346,421,0,40
424,131.88,23.49,0,1,10,1.39979,426,0,40
425,133.41,24.39,0,1,10,0.282841,429,0,40
426,133.13,22.86,0,1,10,1.79535,429,0,40
427,129.73,24.49,0,1,8,1.58619,421,0,40
428,134.69,22.63,0,1,8,1.57686,426,0,40
429,133.61,24.59,0,1,10,999,-1,1,40
430,-75.99,-6.77,0,1,3,3.15268,439,0,41
431,-84.03,-10.45,0,1,6,2.02785,432,0,41
432,-82.94,-8.74,0,1,7,3.04015,435,0,41
433,-79.81,-11.65,0,1,8,0.545895,437,0,41
434,-84.65,-6.67,0,1,3,2.68496,432,0,41
435,-81.14,-11.19,0,1,7,0.876642,437,0,41
436,-79.46,-8.21,0,1,7,3.45776,433,0,41
437,-80.35,-11.57,0,1,8,999,-1,1,41
438,-80.06,-13.87,0,1,4,2.23403,433,0,41
439,-75.86,-9.92,0,1,5,3.98548,436,0,41
440,177.27,-125.45,0,1,9,1.34462,446,0,92
441,180.99,-125.74,0,1,10,1.04235,445,0,92
442,181.17,-129.73,0,1,9,1.83806,449,0,92
443,182.39,-126.25,0,1,9,0.509309,445,0,92
444,175.75,-128.38,0,1,7,2.64909,446,0,92
445,182.02,-125.9,0,1,10,1.90245,962,0,92
446,177.79,-126.69,0,1,11,0.623699,448,0,92
447,178.98,-127.76,0,1,11,1.10454,448,0,92
448,178.4,-126.82,0,1,11,1.83416,962,0,92
449,180.64,-127.97,0,1,11,1.614,962,0,92
450,86.32,-208.81,0,1,9,999,-1,1,42
451,87.12,-205.85,0,1,8,0.860524,458,0,42
452,87.34,-206.78,0,1,8,1.10435,458,0,42
453,87.91,-210.69,0,1,8,2.46222,450,0,42
454,90.8,-207.99,0,1,6,3.522,458,0,42
455,85.31,-205.99,0,1,7,1.81541,451,0,42
456,84.92,-209.28,0,1,8,1.47679,450,0,42
457,85.62,-211.95,0,1,4,2.61375,453,0,42
458,87.98,-205.88,0,1,8,3.36756,450,0,42
459,81.03,-205.13,0,1,2,4.36555,455,0,42
460,-63.45,-210.05,0,1,9,2.88367,461,0,43
461,-62.95,-207.21,0,1,10,1.2184,469,0,43
462,-59.53,-206.42,0,1,7,2.30825,469,0,43
463,-63.73,-205.77,0,1,8,1.63768,461,0,43
464,-61.66,-207.74,0,1,10,0.971655,469,0,43
465,-60.23,-209.72,0,1,7,0.381183,467,0,43
466,-64.68,-205.53,0,1,7,0.979849,463,0,43
467,-60.61,-209.69,0,1,7,2.21472,464,0,43
468,-65.49,-207.56,0,1,7,2.51031,463,0,43
469,-61.81,-206.78,0,1,10,999,-1,1,43
470,-0.53,-48.99,0,1,10,999,-1,1,44
471,1.25,-52.13,0,1,5,1.05309,474,0,44
472,3.82,-46.89,0,1,5,3.24164,479,0,44
473,-4.25,-48.79,0,1,5,3.22039,477,0,44
474,1.78,-51.22,0,1,6,1.94579,479,0,44
475,-2.31,-45.93,0,1,5,1.00125,477,0,44
476,0.63,-46.3,0,1,6,2.42405,477,0,44
477,-1.75,-46.76,0,1,7,2.54191,470,0,44
478,-0.46,-51.19,0,1,7,2.20111,470,0,44
479,1.63,-49.28,0,1,8,2.17938,470,0,44
480,-41.72,236.48,0,1,5,2.06787,488,0,45
481,-37.74,234.24,0,1,9,1.20739,486,0,45
482,-34.11,236.91,0,1,7,0.648842,485,0,45
483,-36.17,236.91,0,1,7,1.12645,487,0,45
484,-41.44,234.19,0,1,5,0.865328,488,0,45
485,-34.38,237.5,0,1,7,2.46221,487,0,45
486,-38.37,235.27,0,1,10,999,-1,1,45
487,-36.82,237.83,0,1,7,2.99267,486,0,45
488,-40.72,234.67,0,1,5,2.42539,486,0,45
489,-36.96,239.71,0,1,6,1.88521,487,0,45
490,-82.52,28.41,0,1,6,1.09767,495,0,46
491,-80.54,31.63,0,1,9,999,-1,1,46
492,-81.2,31.37,0,1,8,0.709362,491,0,46
493,-77.31,35.3,0,1,5,2.43508,498,0,46
494,-82.79,31.27,0,1,7,1.22024,496,0,46
495,-81.47,28.73,0,1,6,2.65377,492,0,46
496,-83.06,32.46,0,1,7,2.15585,492,0,46
497,-80.59,35.59,0,1,8,3.96032,491,0,46
498,-77.91,32.94,0,1,6,2.93819,491,0,46
499,-76.93,36.08,0,1,4,0.867642,493,0,46
