index,x,y,layer,weight,rho,delta,nh,isSeed,clusterId
171,30.33,-44.64,0,1,321,1.3336,142,0,0
172,42.88,-52.82,0,1,323,1.89391,109,0,0
173,21.51,-27.69,0,1,327,4.317,116,0,0
174,21.29,-34.84,0,1,324,1.87417,175,0,0
175,20.42,-33.18,0,1,329,1.59806,151,0,0
176,36.52,-29.75,0,1,312,0.421901,159,0,0
177,45.83,-37.77,0,1,328,0.51971,161,0,0
178,34.24,-28.32,0,1,310,1.29711,153,0,0
179,53.2,-52.3,0,1,326,1.16211,218,0,0
180,29.06,-26.48,0,1,310,1.15849,166,0,0
181,39.99,-53.17,0,1,307,0.800562,197,0,0
182,53.43,-45.81,0,1,312,0.914004,152,0,0
183,36.43,-49.68,0,1,322,0.710633,167,0,0
184,26.6,-25.9,0,1,319,3.2034,162,0,0
185,19.76,-34.63,0,1,321,1.54435,174,0,0
186,49.01,-54.33,0,1,326,2.53939,215,0,0
187,23.54,-39,0,1,304,1.58959,129,0,0
188,18.67,-28.67,0,1,319,1.48003,196,0,0
189,47.03,-38.7,0,1,326,1.36616,161,0,0
190,28.43,-25.46,0,1,307,0.763806,193,0,0
191,40.09,-32.81,0,1,316,1.57003,217,0,0
192,31.39,-27.48,0,1,314,1.64754,158,0,0
193,28.96,-26.01,0,1,308,0.371618,200,0,0
194,20.15,-26.8,0,1,326,1.62533,173,0,0
195,28.62,-24.62,0,1,301,0.861218,190,0,0
196,19.55,-27.48,0,1,320,0.906863,194,0,0
197,40.79,-53.2,0,1,310,2.12426,172,0,0
198,46.84,-54.78,0,1,322,1.11826,215,0,0
199,52.57,-42.83,0,1,303,0.753925,207,0,0
200,29.3,-26.16,0,1,308,0.4,180,0,0
201,41,-53.68,0,1,309,0.523927,197,0,0
202,27.64,-25.09,0,1,305,0.872353,190,0,0
203,20.71,-26.38,0,1,324,0.7,194,0,0
204,31.5,-47.26,0,1,316,2.29593,170,0,0
205,23.49,-40.02,0,1,297,1.02123,187,0,0
206,21.58,-38.37,0,1,299,1.72887,246,0,0
207,51.87,-42.55,0,1,309,0.578705,231,0,0
208,48.14,-39.9,0,1,326,2.22002,154,0,0
209,26.16,-41.33,0,1,311,0.909727,160,0,0
210,18.48,-32.52,0,1,318,2.0492,175,0,0
211,53.4,-48.09,0,1,320,2.57257,145,0,0
212,19.09,-26.51,0,1,320,1.09895,194,0,0
213,48.88,-39.65,0,1,320,0.781091,208,0,0
214,54.52,-44.99,0,1,302,1.364,182,0,0
215,46.55,-53.7,0,1,328,1.49566,134,0,0
216,42.5,-36.39,0,1,333,2.90353,115,0,0
217,39,-31.68,0,1,318,2.25015,149,0,0
218,52.49,-53.22,0,1,331,2.13115,275,0,0
219,55.31,-51.41,0,1,313,0.514005,225,0,0
220,47.03,-37.13,0,1,310,0.840774,234,0,0
221,17.65,-30.17,0,1,318,1.81395,188,0,0
222,31.76,-26.65,0,1,307,0.908736,192,0,0
223,18.41,-32.48,0,1,317,0.0806228,210,0,0
224,30.38,-26.41,0,1,309,1.32185,180,0,0
225,55,-51.82,0,1,314,0.407063,235,0,0
226,35.79,-28.01,0,1,299,1.5807,178,0,0
227,45.01,-35.76,0,1,319,2.17083,177,0,0
228,30.05,-25.69,0,1,303,0.792022,224,0,0
229,54.78,-44.94,0,1,298,0.264763,214,0,0
230,46.13,-55.41,0,1,313,0.94921,198,0,0
231,51.77,-41.98,0,1,312,2.09612,141,0,0
232,32.69,-27.03,0,1,306,1.00464,222,0,0
233,18.89,-33.36,0,1,316,0.934719,210,0,0
234,47.41,-37.88,0,1,321,0.90377,189,0,0
235,54.81,-52.18,0,1,316,1.61447,179,0,0
236,29.39,-45.59,0,1,309,1.33645,171,0,0
237,57.34,-51,0,1,308,2.07099,219,0,0
238,24.67,-25.18,0,1,316,2.05993,184,0,0
239,22.97,-40.63,0,1,294,0.801562,205,0,0
240,34.43,-49.69,0,1,313,1.95931,167,0,0
241,24.22,-24.39,0,1,315,0.909177,238,0,0
242,16.34,-26,0,1,313,2.79689,212,0,0
243,45.39,-55.57,0,1,307,0.757101,230,0,0
244,53.5,-54.32,0,1,322,1.05683,288,0,0
245,17.96,-33.14,0,1,311,0.798812,223,0,0
246,19.97,-37.74,0,1,304,2.74046,281,0,0
247,27.99,-23.78,0,1,295,1.05,195,0,0
248,21.47,-25.18,0,1,320,1.42042,203,0,0
249,40.1,-31.23,0,1,309,1.03788,255,0,0
250,22.22,-22.9,0,1,314,1.4684,254,0,0
251,46.08,-56.57,0,1,306,1.16108,230,0,0
252,19.61,-22.85,0,1,317,2.64038,254,0,0
253,29.42,-24.45,0,1,294,0.817862,195,0,0
254,21.81,-24.31,0,1,319,0.934078,248,0,0
255,40.54,-32.17,0,1,310,0.782371,191,0,0
256,30.56,-48.01,0,1,303,1.20254,204,0,0
257,32.29,-25.56,0,1,294,1.21202,222,0,0
258,27.59,-44.5,0,1,302,1.84613,265,0,0
259,51.44,-39.82,0,1,298,2.18506,231,0,0
260,14.59,-25.77,0,1,306,1.76505,242,0,0
261,39.94,-30.59,0,1,299,0.659696,249,0,0
262,19.95,-39.44,0,1,289,0.344092,273,0,0
263,15.13,-32.45,0,1,294,2.17463,298,0,0
264,16.16,-22.54,0,1,305,0.751331,271,0,0
265,26.5,-43.01,0,1,304,1.71406,209,0,0
266,42.09,-54.89,0,1,305,1.62856,201,0,0
267,41.98,-32.99,0,1,313,1.89855,191,0,0
268,55.16,-54.35,0,1,323,1.84716,288,0,0
269,55.41,-43.56,0,1,285,1.517,229,0,0
270,19.07,-38.49,0,1,293,1.17154,246,0,0
271,15.82,-23.21,0,1,305,2.54248,278,0,0
272,35.46,-52.33,0,1,290,2.30185,306,0,0
273,19.67,-39.24,0,1,291,0.960469,270,0,0
274,14.45,-28.74,0,1,310,3.32862,242,0,0
275,52.56,-55.35,0,1,331,4.48716,165,0,0
276,19.34,-21.8,0,1,301,0.449109,277,0,0
277,19.43,-21.36,0,1,303,1.50083,252,0,0
278,18.23,-22.4,0,1,307,1.45152,252,0,0
279,14.53,-30.07,0,1,304,1.3324,274,0,0
280,44.6,-56.83,0,1,292,0.857962,285,0,0
281,18.42,-35.48,0,1,310,1.58685,185,0,0
282,13.21,-28.8,0,1,300,1.24145,274,0,0
283,43.26,-33.53,0,1,307,1.38924,267,0,0
284,30.94,-49.07,0,1,295,0.774211,292,0,0
285,45.16,-57.48,0,1,298,1.29403,251,0,0
286,32.34,-49.88,0,1,296,2.09862,240,0,0
287,19.66,-39.88,0,1,277,0.526975,262,0,0
288,53.62,-55.37,0,1,329,1.06019,275,0,0
289,16.99,-34.34,0,1,305,1.54302,245,0,0
290,57.58,-44.91,0,1,281,1.37906,332,0,0
291,13.08,-26.84,0,1,300,1.36624,356,0,0
292,30.31,-48.62,0,1,296,0.659243,256,0,0
293,13.22,-25.87,0,1,298,0.98005,291,0,0
294,17.04,-20.84,0,1,294,1.55631,344,0,0
295,44.46,-33.85,0,1,300,1.24193,283,0,0
296,21.91,-19.46,0,1,290,0.299667,303,0,0
297,47.9,-36.05,0,1,298,1.38683,220,0,0
298,14.02,-30.58,0,1,300,0.721249,279,0,0
299,57.21,-43.94,0,1,280,1.03817,290,0,0
300,29.52,-22.43,0,1,279,1.88162,310,0,0
301,26.14,-22.18,0,1,291,2.44592,247,0,0
302,21.89,-20.38,0,1,299,2.25535,337,0,0
303,22.04,-19.73,0,1,293,0.667083,302,0,0
304,31.82,-49.74,0,1,295,0.538517,286,0,0
305,58.8,-50.24,0,1,300,1.64596,237,0,0
306,33.35,-51.41,0,1,292,1.8333,286,0,0
307,13.24,-32.27,0,1,284,1.78734,346,0,0
308,58.96,-48,0,1,291,2.24571,305,0,0
309,56.42,-43.34,0,1,276,0.992018,299,0,0
310,27.79,-21.69,0,1,285,1.72122,301,0,0
311,20.06,-41.35,0,1,268,0.460652,368,0,0
312,41.33,-56.02,0,1,283,1.31381,329,0,0
313,21.72,-19.11,0,1,288,0.398245,296,0,0
314,14.29,-20.31,0,1,299,0.909725,342,0,0
315,16.6,-34.99,0,1,301,0.758025,289,0,0
316,28.33,-47.96,0,1,280,2.0871,292,0,0
317,50.7,-56.39,0,1,324,1.91366,324,0,0
318,20.1,-20.34,0,1,298,1.22037,277,0,0
319,57.58,-54.19,0,1,317,2.42529,268,0,0
320,24.57,-43.33,0,1,287,1.95635,265,0,0
321,31.8,-50.52,0,1,288,0.780255,304,0,0
322,40.24,-28.46,0,1,271,1.80313,374,0,0
323,33,-51.89,0,1,283,0.594053,306,0,0
324,52.56,-56.84,0,1,329,1.49,275,0,0
325,58.89,-56.31,0,1,307,1.88088,359,0,0
326,55.07,-57.3,0,1,317,0.484149,333,0,0
327,12.66,-19.49,0,1,289,0.85235,369,0,0
328,55.48,-58.03,0,1,315,0.837257,326,0,0
329,42.63,-56.21,0,1,288,1.42618,266,0,0
330,51.37,-57,0,1,318,0.30887,338,0,0
331,14.94,-19.83,0,1,295,0.808022,314,0,0
332,58.45,-45.98,0,1,286,2.08339,308,0,0
333,55.37,-56.92,0,1,320,0.907854,351,0,0
334,54.31,-58.94,0,1,310,1.48223,328,0,0
335,54.45,-41.17,0,1,282,1.1216,367,0,0
336,49.03,-57.52,0,1,310,1.214,391,0,0
337,23.74,-21.67,0,1,303,1.95533,250,0,0
338,51.52,-57.27,0,1,320,1.12539,324,0,0
339,17.25,-19.44,0,1,286,1.00305,347,0,0
340,13.07,-21.1,0,1,300,0.543784,342,0,0
341,21.53,-42.1,0,1,275,2.05779,239,0,0
342,13.53,-20.81,0,1,300,1.96736,344,0,0
343,11.99,-19.62,0,1,286,0.108166,350,0,0
344,15.49,-20.98,0,1,301,1.69779,264,0,0
345,13.21,-23.69,0,1,305,2.49616,260,0,0
346,14.13,-33.82,0,1,284,1.69614,263,0,0
347,18.19,-19.79,0,1,290,1.55724,294,0,0
348,25.07,-44.24,0,1,284,1.03832,320,0,0
349,38.81,-27.15,0,1,272,1.37902,412,0,0
350,11.9,-19.68,0,1,287,0.78339,327,0,0
351,54.56,-57.33,0,1,321,2.05915,324,0,0
352,11.7,-20.5,0,1,290,1.49563,340,0,0
353,55.39,-41.64,0,1,276,1.05095,335,0,0
354,11.62,-22.38,0,1,298,0.371214,380,0,0
355,50.86,-57.66,0,1,314,0.134164,360,0,0
356,11.79,-27.29,0,1,301,3.02954,274,0,0
357,12.52,-30.28,0,1,298,1.52971,298,0,0
358,11.62,-22.36,0,1,297,0.0199986,354,0,0
359,57.68,-54.87,0,1,313,0.687314,319,0,0
360,50.74,-57.6,0,1,315,0.846934,338,0,0
361,49.48,-36.17,0,1,289,1.58455,297,0,0
362,35.99,-54.2,0,1,277,0.926551,395,0,0
363,42.44,-31.85,0,1,299,1.22931,267,0,0
364,43.09,-57.26,0,1,277,1.14634,329,0,0
365,17.08,-19.23,0,1,285,0.270186,339,0,0
366,43.98,-32.6,0,1,294,1.17614,283,0,0
367,53.73,-40.31,0,1,285,0.783902,394,0,0
368,20.27,-41.76,0,1,270,1.30507,341,0,0
369,13.39,-19.05,0,1,296,1.54842,314,0,0
370,12.37,-33.02,0,1,280,1.14865,307,0,0
371,51.31,-58.55,0,1,314,1.10788,360,0,0
372,30.66,-22.23,0,1,272,1.15741,300,0,0
373,24.92,-44.96,0,1,279,0.735456,348,0,0
374,41.51,-29.74,0,1,278,1.78533,261,0,0
375,46.34,-58.17,0,1,293,1.36693,285,0,0
376,23.29,-19.53,0,1,286,1.11364,406,0,0
377,10.31,-20.09,0,1,280,1.15551,381,0,0
378,44.34,-32.96,0,1,293,0.509118,366,0,0
379,54.32,-40.77,0,1,278,0.420593,335,0,0
380,11.79,-22.71,0,1,299,1.72534,345,0,0
381,10.77,-19.03,0,1,282,1.30361,350,0,0
382,59.75,-50.27,0,1,296,0.950474,305,0,0
383,15.11,-18.78,0,1,287,0.930591,387,0,0
384,8.1,-20.27,0,1,277,0.640781,426,0,0
385,53.88,-39.96,0,1,284,0.380791,367,0,0
386,38.79,-26.79,0,1,271,0.360554,349,0,0
387,14.29,-18.34,0,1,289,1.14634,369,0,0
388,24.95,-45.02,0,1,278,0.0670836,373,0,0
389,8.71,-20.59,0,1,277,0.884816,407,0,0
390,9.88,-19.24,0,1,277,0.91444,381,0,0
391,49.76,-58.49,0,1,310,1.32382,360,0,0
392,23.16,-43.89,0,1,270,1.51713,320,0,0
393,24.61,-45.46,0,1,272,0.556057,388,0,0
394,53.42,-39.59,0,1,289,1.99331,259,0,0
395,36.66,-54.84,0,1,277,2.7821,272,0,0
396,9.39,-19.54,0,1,276,0.574544,390,0,0
397,39.48,-56.05,0,1,278,1.85025,312,0,0
398,58.54,-44.19,0,1,277,1.2,290,0,0
399,56.4,-41.54,0,1,266,1.01494,353,0,0
400,52.08,-60.42,0,1,295,2.02232,371,0,0
401,55.76,-60.77,0,1,292,2.33482,334,0,0
402,19.87,-18.01,0,1,281,2.15232,313,0,0
403,6.22,-18.11,0,1,288,5.58896,411,0,0
404,11.51,-17.9,0,1,287,0.375366,411,0,0
405,12.23,-34.07,0,1,269,1.05929,370,0,0
406,24.28,-20.04,0,1,288,1.71712,337,0,0
407,7.98,-21.09,0,1,277,1.16867,426,0,0
408,15.14,-16.7,0,1,284,0.111804,419,0,0
409,61.02,-48.33,0,1,272,0.87298,444,0,0
410,10.39,-29.78,0,1,286,2.1879,357,0,0
411,11.79,-17.65,0,1,289,1.86462,438,0,0
412,37.82,-26.19,0,1,273,2.72641,226,0,0
413,48.51,-59,0,1,297,1.35004,391,0,0
414,55.34,-61.54,0,1,283,0.877097,401,0,0
415,62.33,-57.41,0,1,289,3.61159,325,0,0
416,22.29,-18.05,0,1,280,1.20354,313,0,0
417,26.3,-20.63,0,1,288,1.55824,301,0,0
418,8.6,-24.52,0,1,278,2.58306,440,0,0
419,15.16,-16.59,0,1,284,1.85011,438,0,0
420,16.87,-40.43,0,1,252,2.84369,287,0,0
421,60.69,-50.98,0,1,295,1.17801,382,0,0
422,52.69,-61.97,0,1,283,1.578,432,0,0
423,42.39,-58.27,0,1,263,1.22886,364,0,0
424,6.43,-19.14,0,1,287,1.05119,403,0,0
425,59.97,-46.36,0,1,275,1.56678,332,0,0
426,7.51,-20.02,0,1,279,1.0009,434,0,0
427,19.36,-42.18,0,1,254,1.00225,368,0,0
428,62.89,-55.19,0,1,286,2.28954,415,0,0
429,4.87,-21.1,0,1,270,1.2225,466,0,0
430,6.9,-23.07,0,1,265,1.13635,445,0,0
431,45.58,-31.68,0,1,282,1.41032,450,0,0
432,51.43,-61.02,0,1,289,0.884593,400,0,0
433,7.02,-13.85,0,1,282,3.03644,469,0,0
434,6.58,-20.39,0,1,281,1.25897,424,0,0
435,6.15,-19.16,0,1,280,0.280713,424,0,0
436,52.39,-36.45,0,1,266,2.92344,361,0,0
437,56.53,-61.22,0,1,290,0.891853,401,0,0
438,13.31,-16.57,0,1,290,2.48129,369,0,0
439,63.04,-54.79,0,1,284,0.427199,428,0,0
440,9.21,-27.03,0,1,284,2.59307,356,0,0
441,8.66,-28.62,0,1,273,1.68244,440,0,0
442,58.83,-61.58,0,1,289,2.32801,437,0,0
443,4.28,-14.64,0,1,278,1.40872,451,0,0
444,61.17,-49.19,0,1,279,1.78404,382,0,0
445,7.93,-23.55,0,1,273,1.1789,418,0,0
446,34.99,-55,0,1,259,1.28062,362,0,0
447,20.77,-17.29,0,1,277,1.15256,402,0,0
448,45.66,-59.64,0,1,271,0.781856,468,0,0
449,7.74,-14.53,0,1,281,0.990353,433,0,0
450,46.45,-32.79,0,1,283,1.43266,475,0,0
451,5.54,-14.01,0,1,280,1.48862,433,0,0
452,6.55,-24.27,0,1,260,1.25,430,0,0
453,40.72,-26.94,0,1,259,1.59399,322,0,0
454,32.76,-54.25,0,1,254,2.35275,446,0,0
455,46.39,-32.28,0,1,280,0.51352,450,0,0
456,8.93,-29.24,0,1,271,0.676239,441,0,0
457,44.66,-30.34,0,1,269,1.62542,431,0,0
458,48.69,-60.96,0,1,278,1.96825,413,0,0
459,63.49,-60.17,0,1,271,2.99386,415,0,0
460,4.98,-23.61,0,1,262,1.02176,464,0,0
461,46.86,-59.49,0,1,281,1.41874,375,0,0
462,46.94,-59.89,0,1,275,0.407919,461,0,0
463,3.9,-17.13,0,1,282,1.57099,469,0,0
464,4.32,-22.83,0,1,263,1.81532,429,0,0
465,3.93,-13.91,0,1,273,0.809568,443,0,0
466,4.59,-19.91,0,1,276,1.73092,435,0,0
467,9,-13.75,0,1,278,1.48189,449,0,0
468,46.39,-59.92,0,1,275,0.637023,461,0,0
469,5.24,-16.31,0,1,284,2.04949,403,0,0
470,7.88,-12.72,0,1,278,1.29402,507,0,0
471,27.27,-20.08,0,1,276,1.11508,417,0,0
472,49.12,-34.1,0,1,274,1.54547,475,0,0
473,57.26,-40.67,0,1,247,1.22331,399,0,0
474,9.09,-30.88,0,1,269,1.64779,456,0,0
475,47.7,-33.49,0,1,284,2.5678,297,0,0
476,4.09,-12.91,0,1,270,0.828734,500,0,0
477,10.21,-13.48,0,1,273,1.23976,467,0,0
478,22.14,-16.76,0,1,275,1.29869,416,0,0
479,61.37,-47.37,0,1,268,1.02181,409,0,0
480,62.06,-49.52,0,1,275,0.949214,444,0,0
481,61.32,-46.59,0,1,266,0.7816,479,0,0
482,56.82,-62.6,0,1,288,1.41014,437,0,0
483,58.72,-62.91,0,1,286,1.33454,442,0,0
484,64.41,-60.89,0,1,265,1.16825,459,0,0
485,5,-13.04,0,1,273,0.212132,488,0,0
486,6,-12.53,0,1,276,0.909725,506,0,0
487,55.08,-63.34,0,1,275,1.81868,414,0,0
488,4.97,-12.83,0,1,274,1.0728,486,0,0
489,5.5,-12.41,0,1,272,0.514198,486,0,0
490,30.95,-19.55,0,1,254,2.69565,372,0,0
491,65.89,-58.79,0,1,259,2.56912,484,0,0
492,17.47,-15.48,0,1,272,2.03679,512,0,0
493,64.88,-56.07,0,1,277,2.17589,428,0,0
494,15.3,-15.1,0,1,279,1.49656,419,0,0
495,45.69,-61.02,0,1,264,1.30384,468,0,0
496,61.33,-62.96,0,1,276,2.55562,510,0,0
497,38.18,-24.37,0,1,254,1.85526,412,0,0
498,58.42,-41.3,0,1,243,1.086,541,0,0
